题目1: (82.0-81.0)×20.0=
题目5312: 14.0+10.0=
题目5313: 26.0×22.0=
题目5314: 31.0+62.0-13.0=
题目5315: 30.0+15.0÷48.0=
题目5316: 36.0+92.0-47.0=
题目5317: 100.0+54.0÷68.0+33.0=
题目5318: 83.0-68.0=
题目5319: 87.0+14.0+29.0=
题目5320: (49.0-23.0)÷54.0=
题目5321: 45.0+43.0÷73.0×87.0=
题目5322: (29.0-22.0)÷68.0=
题目5323: 99.0-89.0=
题目5324: 59.0×62.0+85.0=
题目5325: 75.0×95.0+79.0=
题目5326: 94.0+32.0÷23.0=
题目5327: 78.0×64.0=
题目5328: 98.0-58.0=
题目5329: 57.0+92.0=
题目5330: 6.0+7.0÷2.0=
题目5331: 64.0+39.0+67.0=
题目5332: 89.0×1.0+11.0=
题目5333: 37.0+35.0+43.0=
题目5334: 97.0÷83.0+72.0=
题目5335: 21.0-40.0+27.0=
题目5336: 31.0×96.0=
题目5337: 40.0-17.0=
题目5338: 15.0+53.0÷59.0=
题目5339: 67.0-5.0=
题目5340: 93.0-17.0=
题目5341: 39.0×15.0÷83.0=
题目5342: 60.0×5.0×23.0=
题目5343: 4.0×16.0=
题目5344: 81.0-11.0+35.0=
题目5345: 2.0÷91.0=
题目5346: 65.0×43.0=
题目5347: 54.0÷42.0÷79.0=
题目5348: 53.0×66.0+6.0=
题目5349: 45.0+6.0×50.0=
题目5350: 40.0÷87.0=
题目5351: 43.0+10.0=
题目5352: 18.0÷87.0=
题目5353: 62.0+45.0-16.0=
题目5354: 9.0×100.0=
题目5355: 71.0+60.0-57.0=
题目5356: 62.0÷37.0÷29.0=
题目5357: 36.0÷37.0=
题目5358: 99.0-6.0+78.0=
题目5359: 12.0+7.0÷28.0+99.0=
题目5360: 76.0+47.0-43.0=
题目5361: 95.0÷78.0÷2.0=
题目5362: 51.0-8.0=
题目5363: 29.0+76.0=
题目5364: 28.0×46.0=
题目5365: 20.0÷94.0=
题目5366: 86.0+53.0×79.0=
题目5367: 84.0-13.0=
题目5368: 79.0×87.0=
题目5369: 13.0÷22.0×91.0=
题目5370: 59.0×15.0=
题目5371: 82.0÷23.0×7.0=
题目5372: 78.0÷20.0=
题目5373: 36.0÷40.0=
题目5374: 61.0×2.0=
题目5375: 66.0+54.0=
题目5376: (65.0-37.0)÷55.0=
题目5377: 22.0+34.0=
题目5378: 90.0+71.0=
题目5379: 86.0×82.0=
题目5380: 40.0+53.0÷98.0=
题目5381: 69.0÷13.0=
题目5382: 68.0-28.0+48.0=
题目5383: 85.0×92.0=
题目5384: 91.0-2.0=
题目5385: 50.0+74.0×24.0=
题目5386: (100.0-53.0)×21.0=
题目5387: 65.0-48.0=
题目5388: 1.0+72.0-5.0=
题目5389: 99.0+94.0÷43.0=
题目5390: 17.0+1.0÷88.0+68.0=
题目5391: 49.0-10.0=
题目5392: 1.0÷78.0=
题目5393: 88.0×52.0÷43.0=
题目5394: 19.0×83.0=
题目5395: (56.0-15.0)×44.0=
题目5396: 70.0+46.0-84.0=
题目5397: 97.0+64.0=
题目5398: 66.0+20.0÷7.0=
题目5399: 11.0×59.0=
题目5400: 25.0÷48.0=
题目5401: 99.0÷25.0=
题目5402: 87.0+79.0×73.0=
题目5403: 17.0÷59.0=
题目5404: 95.0-6.0=
题目5405: 61.0+29.0=
题目5406: 27.0+40.0=
题目5407: 76.0×91.0=
题目5408: 100.0-4.0+19.0=
题目5409: 62.0×92.0=
题目5410: 27.0×8.0=
题目5411: 45.0×58.0=
题目5412: 86.0+51.0=
题目5413: 59.0×78.0=
题目5414: 63.0+39.0-77.0+28.0=
题目5415: 55.0+65.0÷55.0=
题目5416: 74.0+27.0=
题目5417: 52.0÷13.0=
题目5418: 59.0+7.0÷99.0=
题目5419: 89.0÷84.0=
题目5420: 37.0×39.0+59.0=
题目5421: 21.0+66.0=
题目5422: 56.0×16.0+65.0=
题目5423: 26.0÷25.0=
题目5424: 31.0×50.0=
题目5425: 38.0-14.0=
题目5426: 27.0×16.0=
题目5427: (57.0-24.0)×78.0=
题目5428: 45.0+58.0=
题目5429: 89.0-60.0=
题目5430: (88.0-4.0)÷73.0=
题目5431: 69.0-64.0=
题目5432: 93.0-8.0=
题目5433: 58.0×98.0×35.0=
题目5434: 37.0÷6.0÷59.0=
题目5435: 77.0÷34.0=
题目5436: 99.0+40.0-30.0+60.0=
题目5437: 10.0÷56.0×41.0=
题目5438: 71.0+15.0×39.0=
题目5439: 95.0+81.0×22.0=
题目5440: 71.0+47.0=
题目5441: 31.0÷44.0=
题目5442: 66.0×52.0=
题目5443: 23.0-2.0=
题目5444: 53.0+96.0=
题目5445: 33.0+58.0-27.0+41.0=
题目5446: 60.0-29.0=
题目5447: 92.0+22.0-10.0=
题目5448: 74.0×22.0+75.0=
题目5449: (69.0-48.0)÷47.0=
题目5450: 64.0-37.0=
题目5451: 43.0+51.0=
题目5452: (85.0-60.0)÷3.0=
题目5453: 47.0-40.0+15.0=
题目5454: 36.0×44.0÷4.0=
题目5455: 91.0×62.0=
题目5456: 57.0÷45.0=
题目5457: 9.0×97.0÷30.0=
题目5458: 27.0×26.0÷57.0=
题目5459: 37.0+86.0+21.0=
题目5460: 97.0÷75.0=
题目5461: 66.0+100.0=
题目5462: 56.0+43.0÷11.0×51.0=
题目5463: 16.0+39.0÷11.0=
题目5464: 55.0÷6.0÷98.0=
题目5465: 18.0×28.0=
题目5466: 49.0+62.0=
题目5467: 35.0×64.0+89.0=
题目5468: (88.0-69.0)÷40.0=
题目5469: 48.0+80.0=
题目5470: 37.0×59.0+90.0=
题目5471: 1.0×31.0=
题目5472: 12.0+19.0+74.0=
题目5473: 48.0÷34.0+47.0=
题目5474: 42.0-38.0=
题目5475: 78.0-33.0=
题目5476: (89.0-65.0)÷5.0=
题目5477: 92.0+35.0-81.0+25.0=
题目5478: 2.0÷34.0=
题目5479: 44.0×19.0=
题目5480: 83.0-35.0=
题目5481: 53.0+12.0×39.0+62.0=
题目5482: 1.0+79.0÷16.0=
题目5483: 66.0-35.0-23.0=
题目5484: 9.0×98.0×3.0=
题目5485: 47.0+2.0÷27.0=
题目5486: 19.0+60.0×95.0+65.0=
题目5487: 16.0-73.0+74.0=
题目5488: 69.0+64.0=
题目5489: 97.0-44.0+7.0=
题目5490: 95.0-32.0=
题目5491: 95.0×83.0×10.0=
题目5492: 13.0+45.0÷41.0=
题目5493: 11.0÷18.0+76.0=
题目5494: 66.0+99.0=
题目5495: 22.0+17.0÷59.0=
题目5496: 21.0÷94.0=
题目5497: (98.0-37.0)×30.0=
题目5498: 99.0-27.0=
题目5499: 75.0÷42.0=
题目5500: 6.0÷11.0=
题目5501: 72.0-50.0=
题目5502: 76.0-28.0+34.0=
题目5503: 64.0+65.0-61.0=
题目5504: 53.0+60.0=
题目5505: 33.0×27.0=
题目5506: 71.0÷80.0=
题目5507: 48.0÷82.0=
题目5508: 95.0÷8.0=
题目5509: 91.0÷31.0=
题目5510: 34.0+63.0-11.0+38.0=
题目5511: 18.0+37.0-34.0=
题目5512: 33.0+95.0=
题目5513: 66.0×38.0=
题目5514: 52.0×73.0=
题目5515: 24.0+34.0÷99.0+62.0=
题目5516: (79.0-43.0)×31.0=
题目5517: 36.0-28.0=
题目5518: 64.0+94.0÷70.0=
题目5519: 3.0+46.0=
题目5520: 48.0÷60.0+34.0=
题目5521: 81.0×90.0+98.0=
题目5522: 94.0×55.0=
题目5523: 87.0÷11.0+49.0=
题目5524: (99.0-29.0)×84.0=
题目5525: 5.0÷91.0×81.0=
题目5526: 12.0×52.0+27.0=
题目5527: 81.0÷93.0=
题目5528: 78.0+73.0×91.0=
题目5529: 34.0÷51.0=
题目5530: 29.0÷32.0+72.0=
题目5531: 100.0÷9.0=
题目5532: 73.0-20.0-17.0=
题目5533: 83.0×32.0×71.0=
题目5534: 55.0÷61.0=
题目5535: 100.0+24.0÷38.0+58.0=
题目5536: 86.0÷4.0+16.0=
题目5537: 82.0÷8.0=
题目5538: 76.0+78.0÷15.0×29.0=
题目5539: (74.0-38.0)÷25.0=
题目5540: 61.0+23.0÷90.0=
题目5541: 99.0+21.0=
题目5542: 6.0+32.0=
题目5543: 73.0-35.0=
题目5544: 51.0÷67.0÷87.0=
题目5545: 2.0+16.0=
题目5546: 4.0×95.0=
题目5547: (71.0-38.0)÷38.0=
题目5548: 75.0÷92.0+11.0=
题目5549: 82.0÷46.0=
题目5550: 76.0+17.0-56.0=
题目5551: 96.0-80.0=
题目5552: 88.0+22.0+55.0=
题目5553: 70.0×67.0+47.0=
题目5554: 89.0-25.0=
题目5555: 56.0÷51.0=
题目5556: 4.0+27.0=
题目5557: 45.0×97.0=
题目5558: 11.0-75.0+83.0=
题目5559: 68.0+31.0=
题目5560: 38.0+49.0+37.0=
题目5561: (67.0-57.0)×6.0=
题目5562: (86.0-49.0)×12.0=
题目5563: 91.0-53.0=
题目5564: 89.0-29.0=
题目5565: 97.0÷46.0×87.0=
题目5566: 42.0-3.0=
题目5567: 35.0÷41.0=
题目5568: 4.0×88.0=
题目5569: 68.0+12.0=
题目5570: 60.0÷85.0=
题目5571: 49.0-19.0=
题目5572: 25.0÷46.0×48.0=
题目5573: 55.0×72.0+60.0=
题目5574: 14.0+96.0=
题目5575: 16.0-2.0=
题目5576: 42.0+43.0=
题目5577: 86.0-30.0+80.0=
题目5578: 57.0×79.0=
题目5579: 79.0+19.0×53.0=
题目5580: 71.0-70.0=
题目5581: 6.0+85.0÷99.0=
题目5582: 2.0÷81.0÷7.0=
题目5583: 30.0÷77.0=
题目5584: 77.0×57.0÷2.0=
题目5585: 4.0+6.0×2.0=
题目5586: 16.0+69.0=
题目5587: 64.0×57.0=
题目5588: (43.0-13.0)÷95.0=
题目5589: 20.0×76.0=
题目5590: 68.0+5.0=
题目5591: 26.0+92.0=
题目5592: (89.0-28.0)×55.0=
题目5593: 28.0÷25.0=
题目5594: 93.0÷38.0=
题目5595: 75.0+93.0+83.0=
题目5596: 67.0÷48.0+55.0=
题目5597: 58.0÷71.0×43.0=
题目5598: 74.0-56.0+31.0=
题目5599: 51.0÷95.0=
题目5600: 12.0×46.0+54.0=
题目5601: 96.0×100.0=
题目5602: 97.0+98.0÷8.0=
题目5603: 61.0×43.0÷18.0=
题目5604: 62.0×37.0=
题目5605: 100.0-49.0=
题目5606: 33.0÷37.0=
题目5607: 64.0-80.0+90.0=
题目5608: 96.0×19.0+2.0=
题目5609: 25.0+68.0+50.0+21.0=
题目5610: 22.0+31.0=
题目5611: 68.0÷88.0+10.0=
题目5612: 7.0÷32.0+9.0=
题目5613: 71.0÷44.0=
题目5614: 37.0+18.0=
题目5615: 57.0+29.0×53.0=
题目5616: 69.0+17.0-35.0+87.0=
题目5617: 64.0+34.0=
题目5618: 11.0-3.0=
题目5619: 50.0-33.0=
题目5620: 20.0×6.0+16.0=
题目5621: 82.0-15.0+93.0=
题目5622: 30.0+40.0=
题目5623: 49.0+32.0=
题目5624: (41.0-27.0)÷55.0=
题目5625: 5.0+3.0-68.0+83.0=
题目5626: 73.0×83.0=
题目5627: 46.0+45.0=
题目5628: 68.0+62.0=
题目5629: 54.0+89.0÷3.0=
题目5630: 4.0÷47.0=
题目5631: 62.0×75.0+23.0=
题目5632: 16.0+35.0+26.0=
题目5633: 13.0÷81.0=
题目5634: 36.0+7.0-21.0=
题目5635: 50.0-8.0+67.0=
题目5636: 82.0÷46.0=
题目5637: 71.0÷41.0=
题目5638: 70.0×58.0=
题目5639: 48.0-35.0=
题目5640: 3.0÷100.0×62.0=
题目5641: 30.0×30.0÷13.0=
题目5642: (98.0-95.0)×20.0=
题目5643: 32.0×6.0+31.0=
题目5644: 47.0+38.0=
题目5645: 88.0+67.0÷38.0-50.0=
题目5646: 11.0+11.0=
题目5647: 50.0×92.0=
题目5648: 87.0-62.0=
题目5649: 61.0-17.0=
题目5650: 12.0+35.0+19.0=
题目5651: 7.0×50.0+86.0=
题目5652: 12.0+19.0+6.0=
题目5653: 1.0+70.0×24.0=
题目5654: 33.0×28.0+94.0=
题目5655: 78.0×60.0=
题目5656: 25.0×1.0=
题目5657: 12.0+9.0=
题目5658: 8.0+41.0-13.0=
题目5659: (69.0-7.0)×51.0=
题目5660: 63.0×23.0+90.0=
题目5661: 76.0÷97.0=
题目5662: 43.0÷41.0÷14.0=
题目5663: 56.0÷51.0=
题目5664: 91.0×72.0+86.0=
题目5665: 50.0+59.0-34.0+28.0=
题目5666: 70.0-33.0=
题目5667: 91.0-60.0=
题目5668: (11.0-4.0)÷74.0=
题目5669: 13.0-5.0=
题目5670: 37.0-33.0=
题目5671: 85.0×60.0=
题目5672: 95.0+7.0-25.0=
题目5673: 83.0-4.0=
题目5674: 54.0×95.0+19.0=
题目5675: 11.0+98.0=
题目5676: 71.0+38.0=
题目5677: 8.0+84.0=
题目5678: 50.0×17.0=
题目5679: 70.0×99.0=
题目5680: 82.0-9.0=
题目5681: 87.0÷95.0+32.0=
题目5682: 89.0÷50.0=
题目5683: 13.0-7.0=
题目5684: 33.0÷50.0÷69.0=
题目5685: 96.0×51.0=
题目5686: 71.0+99.0-35.0+90.0=
题目5687: 4.0+63.0+39.0=
题目5688: 82.0÷28.0+72.0=
题目5689: 94.0÷25.0=
题目5690: 94.0÷15.0=
题目5691: 22.0×45.0=
题目5692: 79.0+23.0=
题目5693: (27.0-21.0)×71.0=
题目5694: 57.0+4.0=
题目5695: 49.0+19.0+84.0=
题目5696: 64.0÷39.0=
题目5697: 86.0+97.0÷68.0=
题目5698: 39.0×71.0=
题目5699: 2.0+94.0-38.0=
题目5700: 62.0-23.0=
题目5701: 96.0÷82.0×27.0=
题目5702: (13.0-3.0)×31.0=
题目5703: 7.0+100.0=
题目5704: 14.0+68.0=
题目5705: 54.0+94.0÷94.0=
题目5706: 58.0+75.0=
题目5707: 79.0÷19.0=
题目5708: 72.0+77.0÷22.0+28.0=
题目5709: 96.0+46.0×26.0=
题目5710: 95.0×39.0=
题目5711: 65.0+26.0+20.0=
题目5712: 99.0÷71.0÷65.0=
题目5713: 54.0×59.0+95.0=
题目5714: 45.0÷39.0=
题目5715: 18.0÷7.0+6.0=
题目5716: 59.0+50.0×25.0=
题目5717: (41.0-33.0)×72.0=
题目5718: 40.0×27.0=
题目5719: 37.0×71.0=
题目5720: 11.0×73.0=
题目5721: 72.0+86.0-56.0=
题目5722: 60.0÷48.0=
题目5723: 59.0-46.0=
题目5724: 41.0-50.0+60.0=
题目5725: 48.0+17.0÷43.0-44.0=
题目5726: 48.0-45.0=
题目5727: (83.0-9.0)×44.0=
题目5728: 16.0+9.0÷92.0=
题目5729: 54.0×52.0÷98.0=
题目5730: 31.0÷53.0=
题目5731: 15.0×89.0+63.0=
题目5732: 78.0-55.0=
题目5733: 70.0-50.0=
题目5734: 49.0×99.0=
题目5735: 55.0×89.0=
题目5736: 47.0×10.0=
题目5737: 42.0+12.0+22.0+99.0=
题目5738: 54.0×13.0=
题目5739: 93.0+79.0=
题目5740: 63.0×54.0=
题目5741: 69.0÷99.0=
题目5742: 71.0×9.0=
题目5743: 64.0+21.0+28.0+90.0=
题目5744: 80.0×74.0=
题目5745: 50.0×13.0=
题目5746: 75.0-74.0=
题目5747: 43.0÷58.0=
题目5748: 3.0+67.0-15.0=
题目5749: 100.0×50.0+48.0=
题目5750: 52.0-43.0=
题目5751: 17.0+39.0-18.0=
题目5752: 56.0÷77.0÷27.0=
题目5753: 38.0+4.0=
题目5754: 84.0÷75.0+24.0=
题目5755: 94.0÷11.0+39.0=
题目5756: 18.0÷52.0+84.0=
题目5757: 86.0+35.0=
题目5758: 96.0×35.0=
题目5759: 51.0÷43.0×20.0=
题目5760: 83.0÷70.0=
题目5761: 77.0-75.0+80.0=
题目5762: 12.0×25.0=
题目5763: 91.0-16.0=
题目5764: 9.0÷48.0=
题目5765: 73.0÷96.0÷100.0=
题目5766: 89.0+83.0=
题目5767: 26.0+90.0=
题目5768: 82.0×36.0=
题目5769: 62.0×55.0=
题目5770: 23.0×10.0+8.0=
题目5771: 99.0÷21.0+97.0=
题目5772: 19.0÷28.0×21.0=
题目5773: 77.0÷60.0+77.0=
题目5774: 15.0×77.0×14.0=
题目5775: 76.0-72.0=
题目5776: 45.0+52.0×53.0=
题目5777: 81.0+52.0÷29.0-2.0=
题目5778: 85.0+97.0÷52.0+4.0=
题目5779: 99.0+35.0×59.0=
题目5780: 11.0+97.0=
题目5781: 97.0÷73.0+79.0=
题目5782: 37.0×47.0×82.0=
题目5783: 75.0÷36.0=
题目5784: 92.0+87.0+72.0=
题目5785: 51.0×88.0=
题目5786: 51.0×55.0=
题目5787: 45.0-15.0+28.0=
题目5788: 75.0-15.0=
题目5789: 2.0÷97.0=
题目5790: 73.0×33.0=
题目5791: 86.0-31.0-43.0=
题目5792: 65.0÷68.0÷46.0=
题目5793: 60.0-33.0=
题目5794: 71.0×73.0=
题目5795: 99.0×2.0=
题目5796: 69.0×35.0×63.0=
题目5797: 94.0-28.0=
题目5798: 12.0÷55.0÷82.0=
题目5799: 70.0-10.0=
题目5800: 96.0+30.0=
题目5801: 46.0+66.0×42.0=
题目5802: 32.0+20.0=
题目5803: 48.0+58.0=
题目5804: 41.0+96.0+47.0+36.0=
题目5805: 43.0÷19.0+87.0=
题目5806: 43.0+57.0-60.0=
题目5807: 64.0×93.0=
题目5808: 54.0÷20.0=
题目5809: 43.0×62.0=
题目5810: 86.0+11.0=
题目5811: 60.0÷35.0=
题目5812: 3.0+100.0-39.0=
题目5813: 95.0-21.0+90.0=
题目5814: 72.0-15.0=
题目5815: 86.0×59.0×34.0=
题目5816: 84.0-3.0+97.0=
题目5817: 86.0÷69.0×34.0=
题目5818: 15.0×57.0×43.0=
题目5819: 74.0-69.0=
题目5820: 83.0-12.0+41.0=
题目5821: 98.0×15.0÷68.0=
题目5822: 89.0÷56.0÷76.0=
题目5823: 85.0÷99.0+20.0=
题目5824: 48.0×79.0=
题目5825: 57.0+68.0=
题目5826: 60.0÷90.0=
题目5827: 91.0÷44.0=
题目5828: 20.0×47.0+28.0=
题目5829: 44.0×38.0=
题目5830: 55.0-8.0=
题目5831: 62.0+78.0+58.0=
题目5832: 13.0+30.0÷49.0=
题目5833: 60.0+34.0+35.0=
题目5834: 89.0+21.0×88.0=
题目5835: (93.0-50.0)÷7.0=
题目5836: 65.0+92.0÷69.0×69.0=
题目5837: 41.0+33.0=
题目5838: 99.0÷83.0=
题目5839: 92.0÷86.0=
题目5840: 65.0+94.0=
题目5841: 100.0×91.0=
题目5842: 49.0+23.0=
题目5843: 46.0+14.0=
题目5844: 34.0+77.0-33.0=
题目5845: 60.0×28.0=
题目5846: 20.0÷39.0×5.0=
题目5847: 39.0+93.0=
题目5848: 100.0-9.0=
题目5849: 33.0-31.0=
题目5850: 16.0×87.0=
题目5851: (53.0-2.0)÷64.0=
题目5852: 56.0×94.0×25.0=
题目5853: 43.0+27.0÷96.0=
题目5854: 90.0÷41.0=
题目5855: 58.0-53.0=
题目5856: 93.0-49.0=
题目5857: 47.0÷73.0=
题目5858: 60.0+95.0-71.0=
题目5859: 87.0×1.0=
题目5860: (70.0-36.0)÷35.0=
题目5861: 20.0+8.0=
题目5862: 51.0×15.0=
题目5863: 49.0×12.0+13.0=
题目5864: 46.0+29.0=
题目5865: (52.0-9.0)×54.0=
题目5866: 14.0-10.0=
题目5867: 74.0+59.0×67.0=
题目5868: 97.0+34.0÷9.0×55.0=
题目5869: 23.0+26.0×12.0+98.0=
题目5870: 47.0+78.0=
题目5871: 10.0×4.0×72.0=
题目5872: 29.0÷6.0=
题目5873: 59.0÷62.0×19.0=
题目5874: 75.0+48.0=
题目5875: 96.0+43.0=
题目5876: 30.0×67.0=
题目5877: 63.0+97.0÷24.0=
题目5878: 33.0+68.0=
题目5879: 60.0÷16.0=
题目5880: (93.0-69.0)÷30.0=
题目5881: 72.0-19.0=
题目5882: 80.0-42.0=
题目5883: 77.0+87.0=
题目5884: 2.0÷93.0=
题目5885: 42.0+78.0+39.0=
题目5886: 91.0+69.0+37.0=
题目5887: 61.0+35.0÷98.0+58.0=
题目5888: 96.0-68.0-2.0=
题目5889: 35.0÷36.0+95.0=
题目5890: 77.0-75.0=
题目5891: 66.0+60.0=
题目5892: 78.0+49.0=
题目5893: 25.0÷31.0÷38.0=
题目5894: 74.0+79.0-76.0=
题目5895: 54.0÷83.0÷68.0=
题目5896: 81.0-48.0=
题目5897: 25.0×83.0+82.0=
题目5898: 66.0+90.0×11.0=
题目5899: 70.0÷28.0=
题目5900: 53.0×33.0=
题目5901: 97.0×18.0=
题目5902: 55.0×43.0×84.0=
题目5903: 43.0×61.0=
题目5904: 85.0×85.0÷44.0=
题目5905: 99.0×4.0+58.0=
题目5906: 39.0×42.0=
题目5907: 31.0÷12.0=
题目5908: 96.0-57.0=
题目5909: (71.0-43.0)×29.0=
题目5910: 82.0+59.0=
题目5911: 72.0+67.0÷90.0×33.0=
题目5912: 30.0-25.0=
题目5913: 58.0+77.0=
题目5914: 33.0×61.0=
题目5915: 88.0-13.0=
题目5916: 76.0×91.0+29.0=
题目5917: 90.0÷100.0×8.0=
题目5918: 70.0×14.0+11.0=
题目5919: 21.0÷49.0=
题目5920: 28.0×84.0=
题目5921: 65.0-17.0=
题目5922: 68.0+3.0÷48.0+89.0=
题目5923: 41.0÷45.0=
题目5924: 94.0×72.0+56.0=
题目5925: 56.0×34.0=
题目5926: 11.0÷75.0÷54.0=
题目5927: 24.0÷76.0×23.0=
题目5928: 54.0-12.0=
题目5929: 3.0÷22.0×59.0=
题目5930: 98.0+39.0=
题目5931: 57.0÷73.0+79.0=
题目5932: 24.0×86.0÷84.0=
题目5933: 71.0+62.0÷42.0×40.0=
题目5934: 29.0×48.0=
题目5935: (87.0-79.0)×44.0=
题目5936: (98.0-86.0)÷10.0=
题目5937: 51.0÷47.0=
题目5938: 36.0-5.0=
题目5939: 50.0×69.0=
题目5940: 86.0÷9.0=
题目5941: 17.0÷78.0=
题目5942: 1.0+5.0=
题目5943: 31.0×49.0÷20.0=
题目5944: 37.0÷91.0×18.0=
题目5945: 17.0-4.0=
题目5946: 93.0-78.0=
题目5947: 98.0÷73.0=
题目5948: 89.0×41.0+43.0=
题目5949: 48.0+38.0=
题目5950: 32.0×33.0=
题目5951: (96.0-70.0)÷71.0=
题目5952: 58.0+79.0×76.0=
题目5953: 98.0+27.0+81.0=
题目5954: 79.0÷40.0=
题目5955: 56.0÷18.0+63.0=
题目5956: 38.0+13.0=
题目5957: 23.0-21.0=
题目5958: 8.0+7.0+81.0+13.0=
题目5959: 19.0-8.0=
题目5960: 41.0-9.0+20.0=
题目5961: 33.0+2.0÷53.0=
题目5962: 45.0÷13.0=
题目5963: 46.0÷77.0=
题目5964: 91.0×40.0=
题目5965: 39.0-34.0=
题目5966: 99.0-50.0+24.0=
题目5967: 8.0÷62.0=
题目5968: 35.0+69.0=
题目5969: 49.0÷89.0÷47.0=
题目5970: 22.0÷15.0×35.0=
题目5971: 15.0+76.0-4.0=
题目5972: 33.0×73.0=
题目5973: 27.0×63.0=
题目5974: 52.0×75.0+84.0=
题目5975: 41.0÷91.0+59.0=
题目5976: 90.0-50.0=
题目5977: 28.0×91.0=
题目5978: 52.0×64.0×77.0=
题目5979: 14.0×43.0×70.0=
题目5980: 83.0+94.0+24.0=
题目5981: 3.0÷73.0=
题目5982: 91.0+51.0=
题目5983: 83.0÷57.0×52.0=
题目5984: 68.0×49.0=
题目5985: (51.0-35.0)×20.0=
题目5986: 95.0×19.0÷22.0=
题目5987: 28.0×22.0=
题目5988: 33.0-12.0=
题目5989: 80.0÷1.0=
题目5990: 52.0×60.0÷85.0=
题目5991: 100.0+16.0-28.0=
题目5992: 58.0-47.0=
题目5993: 90.0+4.0=
题目5994: 94.0+33.0=
题目5995: 88.0+35.0+87.0=
题目5996: 15.0×97.0=
题目5997: 100.0+8.0=
题目5998: 15.0×60.0=
题目5999: 99.0÷36.0+53.0=
题目6000: 13.0÷89.0×34.0=
题目6001: 65.0×83.0×70.0=
题目6002: 51.0-24.0=
题目6003: 80.0-17.0=
题目6004: 19.0×20.0=
题目6005: 9.0÷48.0÷51.0=
题目6006: 14.0×74.0=
题目6007: 87.0÷27.0×8.0=
题目6008: (52.0-50.0)÷8.0=
题目6009: (47.0-32.0)÷13.0=
题目6010: 21.0+14.0÷93.0+7.0=
题目6011: (77.0-18.0)×10.0=
题目6012: 39.0+10.0÷80.0=
题目6013: 86.0+43.0=
题目6014: 53.0×63.0×45.0=
题目6015: 93.0×3.0+82.0=
题目6016: 48.0×57.0+70.0=
题目6017: 53.0÷51.0×74.0=
题目6018: 72.0+95.0-70.0+100.0=
题目6019: 53.0×4.0=
题目6020: 51.0×18.0+16.0=
题目6021: 22.0+92.0=
题目6022: 100.0+94.0+94.0=
题目6023: 47.0÷35.0=
题目6024: 45.0÷86.0+10.0=
题目6025: 89.0-84.0=
题目6026: 16.0×37.0=
题目6027: 17.0×79.0+50.0=
题目6028: 88.0×88.0=
题目6029: 61.0+11.0=
题目6030: 74.0×20.0=
题目6031: 17.0÷85.0=
题目6032: 46.0÷59.0÷24.0=
题目6033: 77.0-46.0=
题目6034: 95.0-63.0=
题目6035: 15.0÷21.0=
题目6036: 45.0÷39.0=
题目6037: 84.0-23.0=
题目6038: 76.0-9.0=
题目6039: 11.0×23.0+39.0=
题目6040: 43.0×18.0÷31.0=
题目6041: 88.0+48.0×36.0=
题目6042: 27.0+46.0×69.0=
题目6043: 88.0×69.0=
题目6044: 78.0×16.0÷62.0=
题目6045: 68.0+28.0×97.0+33.0=
题目6046: 32.0-22.0=
题目6047: 58.0-55.0=
题目6048: 49.0-12.0=
题目6049: 41.0+35.0+66.0+82.0=
题目6050: 49.0-18.0=
题目6051: (87.0-23.0)÷97.0=
题目6052: 68.0-58.0=
题目6053: 77.0×68.0=
题目6054: 64.0×47.0÷49.0=
题目6055: 45.0+45.0=
题目6056: 89.0÷42.0=
题目6057: 1.0+46.0×66.0+52.0=
题目6058: 19.0÷63.0=
题目6059: 70.0-38.0+6.0=
题目6060: 66.0×29.0=
题目6061: 24.0+13.0=
题目6062: 7.0×10.0+10.0=
题目6063: 27.0+80.0÷80.0×32.0=
题目6064: 93.0×88.0=
题目6065: 25.0×44.0=
题目6066: 8.0+53.0+28.0=
题目6067: 62.0×25.0+27.0=
题目6068: 82.0-32.0=
题目6069: 11.0÷21.0=
题目6070: 63.0×69.0÷92.0=
题目6071: 17.0×98.0=
题目6072: (42.0-2.0)×89.0=
题目6073: 80.0+85.0=
题目6074: 43.0+90.0-39.0=
题目6075: 19.0+26.0÷67.0=
题目6076: 99.0×38.0×96.0=
题目6077: (36.0-34.0)×80.0=
题目6078: 49.0×59.0=
题目6079: 15.0÷66.0=
题目6080: 100.0-66.0=
题目6081: 48.0÷66.0=
题目6082: 37.0÷93.0=
题目6083: 48.0+4.0×88.0=
题目6084: 63.0÷96.0=
题目6085: 86.0÷89.0÷12.0=
题目6086: 87.0÷69.0×25.0=
题目6087: 46.0÷75.0×84.0=
题目6088: 27.0×86.0+12.0=
题目6089: 24.0+93.0÷91.0=
题目6090: 66.0-65.0=
题目6091: 33.0-26.0=
题目6092: 47.0÷94.0×23.0=
题目6093: 54.0×55.0+76.0=
题目6094: 74.0×95.0+73.0=
题目6095: 4.0+7.0=
题目6096: 53.0÷83.0×90.0=
题目6097: 100.0+14.0×26.0+86.0=
题目6098: 65.0+96.0+90.0=
题目6099: 47.0÷87.0+92.0=
题目6100: 97.0+63.0-19.0=
题目6101: 74.0-54.0=
题目6102: 14.0×5.0÷20.0=
题目6103: 17.0×7.0+40.0=
题目6104: 58.0÷21.0+26.0=
题目6105: 92.0÷37.0=
题目6106: 82.0×66.0=
